6.73165e5 7.334038e6 4.535e2
6.72415e5 7.354288e6 -8.296e1
6.35415e5 7.327788e6 5.014e2
6.28165e5 7.328788e6 7.196e2
6.82665e5 7.333788e6 7.992e1
6.64165e5 7.333288e6 -1.621e1
6.63915e5 7.322038e6 8.255e0
6.84665e5 7.350538e6 -1.729e2
6.41165e5 7.321538e6 4.152e2
6.69165e5 7.350038e6 -1.126e2
6.35165e5 7.354788e6 -6.398e1
6.74915e5 7.347038e6 1.105e1
6.29165e5 7.326788e6 4.162e2
6.63915e5 7.334038e6 -3.400e1
6.87665e5 7.343038e6 -5.542e1
6.42415e5 7.332788e6 4.005e2
6.32915e5 7.358538e6 -5.946e1
6.10665e5 7.354538e6 -3.710e2
6.22415e5 7.334288e6 2.564e2
6.01165e5 7.333788e6 5.905e2
6.27665e5 7.323288e6 1.038e3
6.22915e5 7.358288e6 -1.108e2
6.24165e5 7.353538e6 -1.331e2
6.71665e5 7.353788e6 -9.789e1
6.43165e5 7.346788e6 -4.726e1
6.42165e5 7.337788e6 -3.191e1
6.67415e5 7.348788e6 -1.147e2
6.02165e5 7.324038e6 1.211e1
6.52665e5 7.327038e6 -3.899e1
6.24665e5 7.346288e6 -1.666e2
6.23415e5 7.353788e6 -1.377e2
6.47415e5 7.353788e6 -1.916e2
6.76415e5 7.343038e6 2.171e2
6.09915e5 7.337038e6 -1.138e2
6.57165e5 7.359038e6 -2.313e2
6.80165e5 7.349288e6 -4.414e1
6.09915e5 7.346538e6 -2.842e2
6.19915e5 7.332538e6 -7.812e1
6.39665e5 7.344288e6 -5.509e1
6.78915e5 7.358288e6 -1.809e2
6.40165e5 7.342538e6 -2.631e1
6.17665e5 7.351788e6 -2.189e2
6.43415e5 7.343288e6 -1.293e1
6.47415e5 7.347788e6 -2.060e2
6.31415e5 7.324788e6 8.417e2
5.91415e5 7.356038e6 -2.239e2
6.60415e5 7.324038e6 -1.225e1
6.40665e5 7.347788e6 -6.773e1
6.28165e5 7.340288e6 1.320e2
5.96415e5 7.358788e6 -3.313e2
6.25915e5 7.337288e6 6.481e2
6.13415e5 7.348038e6 -2.601e2
6.10415e5 7.336038e6 -9.073e1
6.71415e5 7.340288e6 1.509e2
6.29415e5 7.334788e6 3.493e2
5.95415e5 7.337038e6 6.480e1
6.27665e5 7.320788e6 5.859e2
6.67415e5 7.359788e6 -1.523e2
6.06665e5 7.324788e6 4.955e2
6.81165e5 7.355538e6 -1.622e2
6.21915e5 7.347288e6 -2.180e2
6.22915e5 7.356288e6 -1.224e2
6.10415e5 7.347788e6 -2.983e2
6.66665e5 7.355288e6 -1.700e2
5.96915e5 7.359538e6 -3.969e2
6.85165e5 7.320538e6 2.661e2
6.05915e5 7.331288e6 4.080e1
6.18665e5 7.343038e6 -1.291e2
6.58665e5 7.354038e6 -2.134e2
6.04165e5 7.338288e6 5.425e2
6.41165e5 7.353288e6 -6.666e1
6.62165e5 7.341038e6 -7.863e1
6.82915e5 7.341538e6 1.851e1
6.63165e5 7.353538e6 -1.867e2
6.64915e5 7.357538e6 -1.692e2
6.30665e5 7.357038e6 -6.920e1
6.13915e5 7.351788e6 -3.385e2
6.42165e5 7.333538e6 3.205e2
6.11915e5 7.345038e6 -2.420e2
6.74165e5 7.358038e6 1.808e0
6.56415e5 7.326788e6 -4.556e1
6.71665e5 7.339788e6 1.755e2
6.69415e5 7.342038e6 7.350e1
6.36915e5 7.345538e6 -6.190e1
6.20915e5 7.352288e6 -1.681e2
6.58915e5 7.321288e6 4.462e0
6.88665e5 7.349538e6 -1.526e2
6.66915e5 7.358788e6 -1.587e2
6.72915e5 7.353288e6 -8.136e1
6.60665e5 7.337288e6 -1.215e2
6.49665e5 7.325288e6 3.571e2
6.65415e5 7.325788e6 2.842e1
6.39665e5 7.347538e6 -7.274e1
6.76665e5 7.322038e6 2.889e2
5.96915e5 7.328288e6 2.487e2
6.86915e5 7.336538e6 1.807e1
5.99915e5 7.340038e6 3.228e2
6.44665e5 7.351538e6 -1.197e2
6.30415e5 7.327538e6 3.013e2
6.00665e5 7.352538e6 -1.591e2
6.62415e5 7.346538e6 -1.551e2
6.51415e5 7.338788e6 -2.008e2
6.68415e5 7.327288e6 2.033e2
6.46665e5 7.345788e6 -1.525e2
6.71165e5 7.341038e6 1.564e2
6.47665e5 7.348288e6 -2.139e2
6.84415e5 7.344288e6 -1.172e2
6.77165e5 7.343038e6 2.514e2
6.40915e5 7.321538e6 4.459e2
6.68915e5 7.341038e6 1.347e1
6.37415e5 7.328288e6 7.709e2
6.72915e5 7.340788e6 1.804e2
6.22165e5 7.359538e6 -1.072e2
6.87665e5 7.338288e6 5.016e0
6.17915e5 7.331288e6 -1.090e2
5.97415e5 7.325288e6 7.624e2
6.65165e5 7.339538e6 -4.429e1
6.73165e5 7.339038e6 1.945e2
6.82165e5 7.357288e6 -1.908e2
6.22665e5 7.352288e6 -1.587e2
6.70415e5 7.345038e6 3.095e1
6.43915e5 7.332038e6 5.165e2
6.36415e5 7.332538e6 6.457e2
6.72165e5 7.332038e6 3.316e2
6.85165e5 7.350538e6 -1.772e2
5.97665e5 7.340288e6 5.040e2
6.60915e5 7.338538e6 -1.122e2
6.13415e5 7.358788e6 -2.544e2
6.29915e5 7.342288e6 -3.318e1
6.16915e5 7.329788e6 -1.282e2
6.73415e5 7.320038e6 3.786e2
6.89665e5 7.325788e6 1.491e2
6.54915e5 7.356038e6 -2.328e2
6.60415e5 7.343038e6 -1.553e2
6.83165e5 7.356788e6 -1.993e2
6.58915e5 7.322288e6 3.504e0
6.46915e5 7.333538e6 -7.058e1
6.28165e5 7.333538e6 7.905e2
6.53415e5 7.353288e6 -2.298e2
6.26415e5 7.331538e6 3.941e2
6.30915e5 7.321788e6 8.303e2
6.26915e5 7.339038e6 3.717e2
6.36915e5 7.334288e6 2.995e2
6.40415e5 7.334538e6 1.822e1
6.81165e5 7.328538e6 4.210e2
6.10665e5 7.342788e6 -2.339e2
6.23915e5 7.337538e6 4.750e2
6.47415e5 7.346038e6 -1.910e2
6.38665e5 7.350788e6 -6.777e1
6.16165e5 7.355538e6 -2.020e2
6.47915e5 7.353288e6 -1.968e2
6.77915e5 7.333038e6 5.283e2
5.96165e5 7.335038e6 3.042e2
6.34165e5 7.334038e6 5.058e2
5.98415e5 7.348038e6 -4.291e1
6.46415e5 7.331788e6 3.942e2
6.43915e5 7.348788e6 -8.562e1
6.66915e5 7.328788e6 6.862e1
6.13415e5 7.329288e6 -7.410e1
6.48665e5 7.357788e6 -1.987e2
6.35915e5 7.343538e6 -5.472e1
6.76165e5 7.335538e6 4.151e2
6.56165e5 7.333288e6 -1.541e2
6.25415e5 7.342038e6 3.821e1
6.24665e5 7.354788e6 -1.179e2
6.15415e5 7.339288e6 -1.165e2
6.85415e5 7.320288e6 2.765e2
6.19915e5 7.331038e6 -9.703e1
6.05915e5 7.334288e6 5.529e2
6.26165e5 7.340788e6 2.262e2
6.64165e5 7.346038e6 -1.209e2
6.60665e5 7.334288e6 -1.218e2
6.60165e5 7.334288e6 -1.280e2
5.90665e5 7.339538e6 2.763e1
6.27415e5 7.349538e6 -1.287e2
6.80165e5 7.343788e6 1.548e2
6.21915e5 7.333538e6 7.301e1
6.49665e5 7.353288e6 -2.253e2
6.19915e5 7.324538e6 -9.962e1
6.02665e5 7.320038e6 6.383e2
6.28915e5 7.333538e6 4.220e2
6.71915e5 7.323038e6 2.911e2
6.88165e5 7.338788e6 4.652e0
6.76165e5 7.351788e6 -6.200e1
5.98415e5 7.341038e6 2.560e2
6.23915e5 7.323288e6 5.695e1
6.13665e5 7.338038e6 -1.653e2
6.21915e5 7.324788e6 -9.941e1
6.88415e5 7.351038e6 -1.637e2
6.44915e5 7.332038e6 5.070e2
6.64915e5 7.348038e6 -1.368e2
6.74165e5 7.349538e6 -1.582e1
6.06665e5 7.350038e6 -3.293e2
6.80415e5 7.329538e6 5.472e2
6.00665e5 7.321788e6 8.487e1
6.64665e5 7.321288e6 2.813e1
6.62915e5 7.349788e6 -1.779e2
6.61665e5 7.359538e6 -1.937e2
6.03415e5 7.334788e6 5.221e2
6.34665e5 7.332538e6 7.627e2
6.40915e5 7.340538e6 -1.583e0
6.43165e5 7.327788e6 9.429e1
6.75915e5 7.355288e6 -1.214e2
6.57915e5 7.323538e6 -1.206e1
6.70665e5 7.333288e6 2.390e2
6.43165e5 7.339788e6 -2.305e1
6.85665e5 7.334288e6 4.540e1
5.96665e5 7.346788e6 -3.634e1
6.44165e5 7.344288e6 -3.431e1
6.18165e5 7.346538e6 -1.645e2
6.38165e5 7.334288e6 3.143e2
